ID,TCGA-2K-A9WE,TCGA-2Z-A9J1,TCGA-2Z-A9J2,TCGA-2Z-A9J3,TCGA-2Z-A9J5,TCGA-2Z-A9J6,TCGA-2Z-A9J7,TCGA-2Z-A9J8,TCGA-2Z-A9J9,TCGA-2Z-A9JD,TCGA-2Z-A9JE,TCGA-2Z-A9JG,TCGA-2Z-A9JI,TCGA-2Z-A9JJ,TCGA-2Z-A9JK,TCGA-2Z-A9JL,TCGA-2Z-A9JM,TCGA-2Z-A9JN,TCGA-2Z-A9JO,TCGA-2Z-A9JP,TCGA-2Z-A9JQ,TCGA-2Z-A9JR,TCGA-2Z-A9JS,TCGA-2Z-A9JT,TCGA-4A-A93W,TCGA-4A-A93X,TCGA-4A-A93Y,TCGA-5P-A9JU,TCGA-5P-A9KE,TCGA-5P-A9KF,TCGA-A4-7286,TCGA-A4-7287,TCGA-A4-7288,TCGA-A4-7583,TCGA-A4-7584,TCGA-A4-7585,TCGA-A4-7732,TCGA-A4-7734,TCGA-A4-7828,TCGA-A4-7915,TCGA-A4-7996,TCGA-A4-7997,TCGA-A4-8098,TCGA-A4-8310,TCGA-A4-8311,TCGA-A4-8312,TCGA-A4-8515,TCGA-A4-8516,TCGA-A4-8517,TCGA-A4-8518,TCGA-A4-8630,TCGA-A4-A48D,TCGA-A4-A4ZT,TCGA-A4-A5DU,TCGA-A4-A5XZ,TCGA-A4-A5Y0,TCGA-A4-A5Y1,TCGA-A4-A6HP,TCGA-AL-7173,TCGA-AL-A5DJ,TCGA-AT-A5NU,TCGA-B1-5398,TCGA-B1-7332,TCGA-B1-A47M,TCGA-B1-A47N,TCGA-B1-A47O,TCGA-B1-A654,TCGA-B1-A655,TCGA-B1-A656,TCGA-B1-A657,TCGA-B3-8121,TCGA-B3-A6W5,TCGA-B9-5155,TCGA-B9-5156,TCGA-B9-7268,TCGA-B9-A44B,TCGA-B9-A5W7,TCGA-B9-A5W8,TCGA-B9-A5W9,TCGA-B9-A69E,TCGA-B9-A8YH,TCGA-B9-A8YI,TCGA-BQ-5875,TCGA-BQ-5876,TCGA-BQ-5877,TCGA-BQ-5878,TCGA-BQ-5879,TCGA-BQ-5880,TCGA-BQ-5881,TCGA-BQ-5882,TCGA-BQ-5883,TCGA-BQ-5884,TCGA-BQ-5885,TCGA-BQ-5886,TCGA-BQ-5887,TCGA-BQ-5888,TCGA-BQ-5889,TCGA-BQ-5890,TCGA-BQ-5891,TCGA-BQ-5892,TCGA-BQ-5893,TCGA-BQ-5894,TCGA-BQ-7044,TCGA-BQ-7045,TCGA-BQ-7046,TCGA-BQ-7048,TCGA-BQ-7049,TCGA-BQ-7050,TCGA-BQ-7051,TCGA-BQ-7053,TCGA-BQ-7055,TCGA-BQ-7056,TCGA-BQ-7058,TCGA-BQ-7059,TCGA-BQ-7060,TCGA-BQ-7061,TCGA-BQ-7062,TCGA-DW-5560,TCGA-DW-5561,TCGA-DW-7834,TCGA-DW-7836,TCGA-DW-7837,TCGA-DW-7838,TCGA-DW-7839,TCGA-DW-7840,TCGA-DW-7841,TCGA-DW-7842,TCGA-DW-7963,TCGA-DZ-6131,TCGA-DZ-6132,TCGA-DZ-6133,TCGA-DZ-6134,TCGA-DZ-6135,TCGA-EV-5901,TCGA-EV-5902,TCGA-EV-5903,TCGA-F9-A4JJ,TCGA-F9-A7Q0,TCGA-F9-A7VF,TCGA-F9-A8NY,TCGA-F9-A97G,TCGA-G7-6789,TCGA-G7-6790,TCGA-G7-6792,TCGA-G7-6793,TCGA-G7-6795,TCGA-G7-6796,TCGA-G7-6797,TCGA-G7-7501,TCGA-G7-7502,TCGA-G7-A4TM,TCGA-G7-A8LB,TCGA-G7-A8LC,TCGA-G7-A8LD,TCGA-G7-A8LE,TCGA-GL-6846,TCGA-GL-7773,TCGA-GL-7966,TCGA-GL-8500,TCGA-GL-A4EM,TCGA-GL-A59R,TCGA-GL-A59T,TCGA-GL-A9DC,TCGA-GL-A9DD,TCGA-GL-A9DE,TCGA-HE-7129,TCGA-HE-7130,TCGA-HE-A5NF,TCGA-HE-A5NH,TCGA-HE-A5NI,TCGA-HE-A5NL,TCGA-IA-A40U,TCGA-IA-A40X,TCGA-IA-A40Y,TCGA-IA-A83V,TCGA-IA-A83W,TCGA-IZ-8195,TCGA-IZ-8196,TCGA-IZ-A6M8,TCGA-IZ-A6M9,TCGA-J7-6720,TCGA-J7-8537,TCGA-J7-A8I2,TCGA-KV-A6GD,TCGA-KV-A6GE,TCGA-KV-A74V,TCGA-MH-A55W,TCGA-MH-A55Z,TCGA-MH-A560,TCGA-MH-A561,TCGA-MH-A562,TCGA-MH-A854,TCGA-MH-A855,TCGA-MH-A856,TCGA-MH-A857,TCGA-O9-A75Z,TCGA-P4-A5E6,TCGA-P4-A5E7,TCGA-P4-A5E8,TCGA-P4-A5EA,TCGA-P4-A5EB,TCGA-P4-A5ED,TCGA-P4-AAVK,TCGA-P4-AAVL,TCGA-P4-AAVM,TCGA-P4-AAVO,TCGA-PJ-A5Z8,TCGA-PJ-A5Z9,TCGA-Q2-A5QZ,TCGA-SX-A71R,TCGA-SX-A71S,TCGA-SX-A71U,TCGA-SX-A71V,TCGA-SX-A71W,TCGA-SX-A7SL,TCGA-SX-A7SM,TCGA-SX-A7SN,TCGA-SX-A7SO,TCGA-SX-A7SP,TCGA-SX-A7SQ,TCGA-SX-A7SR,TCGA-SX-A7SS,TCGA-SX-A7SU,TCGA-UN-AAZ9,TCGA-UZ-A9PK,TCGA-UZ-A9PL,TCGA-UZ-A9PM,TCGA-UZ-A9PN,TCGA-UZ-A9PO,TCGA-UZ-A9PP,TCGA-UZ-A9PQ,TCGA-UZ-A9PR,TCGA-UZ-A9PS,TCGA-UZ-A9PU,TCGA-UZ-A9PV,TCGA-UZ-A9PX,TCGA-UZ-A9PZ,TCGA-UZ-A9Q0,TCGA-UZ-A9Q1,TCGA-V9-A7HT,TCGA-WN-A9G9,TCGA-WN-AB4C,TCGA-Y8-A894,TCGA-Y8-A895,TCGA-Y8-A896,TCGA-Y8-A897,TCGA-Y8-A898,TCGA-Y8-A8RY,TCGA-Y8-A8RZ,TCGA-Y8-A8S0,TCGA-Y8-A8S1
hsa-let-7c,7.6532,6.72865,5.33125,6.89695,7.5465,7.6858,7.16025,8.2767,5.8901,6.360849999999999,6.026,7.57895,3.7036,6.1582,6.34485,7.35245,6.17095,5.2569,6.83785,6.358099999999999,7.266249999999999,8.59215,8.1086,5.64015,7.05135,5.243399999999999,7.10825,7.40145,6.83665,8.3723,8.106449999999999,7.3428,6.382949999999999,5.61225,7.723599999999999,7.08025,6.9503,7.5138,6.97455,5.6562,8.03885,5.5840000000000005,6.812049999999999,6.94505,9.8191,3.8829,7.826650000000001,6.6623,7.9719,6.72525,8.49115,7.5299,6.524,5.6065000000000005,6.0408,4.217,8.01835,7.5054,7.2377,3.83465,6.6604,5.5716,7.215149999999999,5.7525,8.2498,8.17235,7.03485,6.9349,7.6934,8.21435,7.210050000000001,6.4467,7.854,7.711449999999999,7.7585,5.01215,6.3673,5.11225,6.84905,4.79755,6.84795,6.986700000000001,6.9985,7.0889,7.8976,8.2941,5.2863,7.54125,6.6463,6.2557,5.323,9.37325,7.88395,8.26345,7.52505,6.23125,7.23245,7.3026,6.7524,6.28445,4.93285,5.79495,4.49895,6.113,6.85345,5.6328,6.7373,8.0077,7.5268,8.1873,7.0842,8.8845,7.34355,7.450649999999999,8.11235,6.88205,8.54245,6.7225,7.5289,8.8451,6.970700000000001,7.4715,7.2993,6.93605,6.4607,7.41415,6.6422,6.46985,6.728149999999999,7.6561,7.87515,7.508599999999999,7.3072,7.9467,8.6111,7.7755,4.33325,4.72835,7.1752,4.3304,6.85545,4.99545,6.4819,7.007149999999999,5.6374,6.587350000000001,7.1323,6.6144,8.2878,8.3645,6.35125,8.26605,6.81935,3.4730000000000003,7.38355,6.57575,4.952,6.00045,7.68335,7.6063,6.921250000000001,7.2483,5.323300000000001,7.230549999999999,7.149050000000001,6.70145,3.7583,6.5966,7.65265,6.142650000000001,6.7803,7.0592500000000005,6.69485,6.41195,7.3868,6.359,6.8583,6.7932500000000005,7.338799999999999,7.528,7.599399999999999,6.209099999999999,3.2881,7.70135,5.57125,7.091850000000001,6.7673000000000005,6.34335,4.33655,6.7638,7.02275,6.6252,7.0174,7.5655,4.1549000000000005,6.27595,7.1782,7.3509,5.24865,5.79455,8.39245,5.47165,7.23665,4.9676,7.33505,5.465199999999999,7.20685,6.45705,5.6596,6.8529,8.0653,7.75155,6.94265,7.842650000000001,8.1744,7.57465,6.130199999999999,6.98155,6.1767,6.8134,8.3325,8.29115,6.86025,4.440449999999999,8.5149,7.690250000000001,6.1174,6.92535,6.6937,6.4701,5.9603,7.500299999999999,5.3853,6.8412500000000005,7.26965,7.977349999999999,7.46375,7.72975,7.0135000000000005,6.77895,4.80065,7.87375,6.95235,6.146050000000001,5.221299999999999,7.842599999999999,7.36715,7.5061,5.7577,8.126949999999999,6.898899999999999
hsa-mir-1,2.3614,0.6898,1.922,0.3674,1.5939,0.9485,0.9073,1.2826,2.0307,1.4901,0.6122,0.5375,0.8277,2.6058,4.4995,0.6311,1.484,0.9645,3.3606,1.1951,1.5467,0.5726,0.6493,1.3316,1.1406,2.1638,5.9488,1.4851,1.4263,0.4285,1.3279,3.5794,0.953,0.5897,1.7393,3.5758,0.245,2.2331,2.6014,2.3803,1.3405,0.1908,1.081,0.7674,1.4699,1.0864,1.5508,0.3284,0.5695,3.2447,0.8564,0.8843,3.5526,1.4884,1.2401,0.5639,2.5118,0.8558,3.8968,1.7055,1.3635,1.4838,1.4746,1.5446,1.6005,0.5173,0.2559,1.4589,2.698,0.5827,2.402,1.0099,0.0,1.4711,0.5536,2.9706,0.9192,0.8284,1.4686,2.8475,0.9375,1.4855,1.4173,3.7554,5.0488,0.2826,3.0982,3.8141,2.861,4.3212,2.3602,1.9531,1.7345,1.1069,5.5954,1.0649,4.0846,0.0,1.2374,4.8743,2.364,5.1872,0.6866,0.5717,1.367,3.166,2.5228,1.1281,0.4723,2.8901,1.0953,2.5587,1.6967,2.6015,0.9351,2.9997,1.357,0.2382,0.2346,3.5323,3.062,1.6732,1.8834,0.579,0.9419,0.235,0.5852,1.2975,3.7555,1.6626,2.1026,3.3003,0.6532,2.0273,0.8871,4.4295,0.977,0.3935,1.288,2.2317,2.9863,2.9795,1.0275,0.5618,3.8684,1.5448,2.7344,0.5001,2.2748,2.4546,1.8703,0.0,0.3034,1.0933,4.1729,1.9109,0.6474,3.7788,1.2128,4.3402,1.0907,0.7713,0.3684,2.387,1.794,0.1966,1.0946,1.4419,0.3529,1.4351,0.8896,0.8838,0.7675,0.9205,2.6999,1.0247,1.8888,2.4968,0.9792,0.9364,1.3603,2.4486,3.464,6.9552,0.2915,0.8759,0.3418,0.6011,1.2524,0.0,0.7477,1.7919,1.4613,1.5981,0.4878,0.5501,1.4269,2.8845,1.7634,0.9819,1.7833,1.3703,3.3477,0.4389,1.4862,0.0,2.1938,1.8973,4.1089,0.6255,0.6627,0.8871,0.3579,2.5721,0.727,1.942,0.6752,1.9506,1.5444,1.8576,0.0,2.5834,0.0,0.4507,1.2368,0.8657,0.6678,4.402,1.6864,1.5568,3.5717,0.5535,2.4886,0.0,0.4215,0.4189,0.8781,0.4343,0.5878,0.9948,3.7682,2.401,0.4755,0.7343,0.0,1.9025,0.9785,1.7797,0.4329,1.6947,3.9913
hsa-mir-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.1649,0.0,0.1855,0.443,0.0,0.0,0.0,0.2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1064,0.0,0.0,0.0,0.0,0.245,0.2243,0.0,7.2735,0.2528,0.1908,0.2133,0.2333,0.0,0.066,0.0,0.0,0.0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.6065,0.0,0.0,0.0,1.1242,0.0,0.0,0.0,0.0,0.1938,0.4732,0.0,0.0,0.0,0.0,0.0,0.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.7147,0.1563,0.2388,0.0,0.0,0.0,0.0,1.4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4479,0.0,0.0,0.0,0.0,1.4739,5.9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468,0.0,0.0,0.0,0.0,0.0,0.2382,0.0,0.0,0.5834,0.0,0.2242,0.0,0.0,0.0,0.7008,0.0,0.0,0.0,0.0,0.0,0.0,0.4242,0.0,0.0,0.7186,0.1434,0.0,1.4464,0.0,0.1862,0.4289,0.0,0.16,0.0,0.0,0.0,1.8009,0.2675,0.2282,0.0,0.0,0.0,0.8494,0.2596,0.0,0.641,0.2489,0.0,0.0,0.4366,0.0,0.0,0.0,0.0,7.8677,0.5152,0.0,0.0,0.0,0.0,0.0,0.1526,0.9383,0.0,0.0,0.1548,0.0,0.0,0.667,8.3914,0.0,0.0,0.0,0.0,0.0,0.3316,0.4282,0.2674,0.0,0.2065,0.1968,0.0,0.0,0.0,0.4597,0.9604,8.6111,6.2919,0.4318,0.0,0.0,1.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786,0.0,0.0,0.3366,0.1826,0.0,0.1432,0.2196,0.0,0.0,0.2447,0.0,0.0,0.0,2.4886,0.0,0.0,0.0,0.2235,0.0,0.0,0.2613,1.0475,0.0,0.0,0.0,1.0021,0.0,0.0,0.0,0.2326,0.0,0.0
hsa-mir-10a,7.15395,8.23025,9.3795,9.39205,8.67965,8.8334,10.13725,8.153,10.0196,5.89095,9.51625,8.4749,9.0536,9.59055,8.03225,8.914950000000001,8.25615,10.2847,9.2652,9.9076,9.3946,9.2999,7.6772,9.50275,9.978,9.59675,8.30495,7.72835,8.5412,8.5836,8.25675,7.46635,9.7051,5.5362,7.0268500000000005,7.57435,8.3805,9.85505,9.6373,10.3107,8.3347,8.859350000000001,8.4844,8.904349999999999,9.57705,10.27735,8.5446,9.03105,9.3969,6.9132,7.30115,8.57095,8.4734,7.5388,8.7106,9.51075,9.558,8.48015,8.6762,8.4302,8.5564,9.1092,8.32245,8.5795,8.891,9.0592,8.2381,5.74025,8.71325,9.48645,7.53775,8.5007,9.18205,8.78035,8.89335,7.9859,8.0,6.00345,8.366249999999999,9.07585,8.9156,7.88825,8.38125,9.7431,8.309800000000001,9.58125,10.14,7.29845,8.337200000000001,9.12425,10.1854,8.6885,8.8501,9.30595,8.0482,10.7245,8.908100000000001,8.8528,9.3987,7.131500000000001,10.2455,9.92105,8.929499999999999,9.9608,8.73415,8.72935,9.2627,8.03215,8.9274,7.384799999999999,10.46385,8.2554,9.3694,8.65655,6.908449999999999,8.209249999999999,9.20755,10.15025,6.92035,8.96295,10.12735,9.351299999999998,8.62865,9.65445,8.69835,8.434700000000001,10.15895,9.08085,6.2296,8.567599999999999,8.76705,9.2543,5.603,10.3403,8.39855,9.5753,9.18185,9.179,8.8259,9.6414,7.55835,8.4116,8.20905,9.62725,9.91175,8.7463,9.20845,8.4177,8.5886,8.95175,9.0984,8.28955,8.73135,7.33385,9.33475,8.90575,9.76555,9.64255,7.47885,8.844149999999999,8.39145,8.5,8.9322,7.460949999999999,8.431,8.1975,9.24845,7.79465,9.0226,8.206100000000001,8.6242,8.7149,7.8032,8.405199999999999,9.30105,8.3798,9.39745,8.2105,8.15975,9.3489,9.52095,9.1459,9.26135,8.53675,6.19515,6.0165,8.5052,5.2831,8.2543,10.14565,8.75155,8.7256,7.23315,9.7459,9.92375,10.0946,8.9604,8.86265,8.9646,9.24325,9.0583,10.1938,8.0001,8.29015,8.0765,8.452350000000001,8.65095,8.94105,9.92765,9.2324,10.0186,9.4515,8.74135,8.437050000000001,7.1413,8.1553,8.5473,7.38535,8.48925,8.77885,5.93945,8.033,9.48395,7.94455,9.41205,9.4179,9.0141,9.1773,9.0444,6.72785,8.94315,9.7751,7.6532,9.04585,8.55695,9.31255,9.4481,8.9574,8.15595,7.532,6.0642,9.9198,7.90875,8.89545,6.30795,8.2937,9.1184,10.04035,9.4041,9.9206,8.0232
hsa-mir-10b,8.16865,8.4505,8.2265,9.47425,9.7537,9.5109,9.3086,10.2976,12.189699999999998,8.995899999999999,9.4114,9.3312,8.74455,9.4304,9.8803,9.55185,9.65045,12.13795,11.4625,9.6191,9.48265,9.44665,8.73925,8.77565,10.47445,9.43305,10.38955,10.7954,8.86755,9.3415,9.4161,10.23105,7.7789,9.34765,8.32375,10.80595,8.7719,9.79725,11.34445,10.89285,7.39945,9.5787,10.0359,9.19015,9.46465,12.620450000000002,9.60045,8.91525,9.4957,9.5652,9.19835,8.7357,10.1248,10.0389,7.85445,7.85035,10.176849999999998,9.5269,10.04545,9.89415,9.20195,10.4572,8.8452,8.9599,9.3405,9.6432,9.75725,8.3611,10.3214,10.1102,9.10805,7.1483,8.0315,9.86835,8.43865,8.7654,10.1499,9.758,9.42375,10.8603,9.2661,10.40525,11.0201,10.88185,10.776599999999998,9.33225,11.38315,10.6069,9.98515,10.9875,12.5473,9.45735,9.4243,9.67455,10.54695,11.68135,10.9348,8.827399999999999,9.7375,10.02635,12.1336,11.40005,9.52715,7.606899999999999,9.55895,10.62465,10.0874,10.48825,9.28805,10.56725,11.6188,10.50625,10.31025,9.5956,8.5018,9.68485,9.195,7.847700000000001,9.3328,9.74725,8.8572,9.15465,9.0014,10.20285,9.40395,9.44405,10.52935,9.7176,9.68095,8.4329,8.3987,10.8015,8.98035,8.67645,11.08425,10.43375,10.54485,9.70105,8.8659,10.6221,10.25635,9.97045,7.4985,10.1257,10.9913,9.80995,8.76475,7.54215,10.77425,9.3604,9.79705,6.77255,10.12305,7.70955,9.1072,9.86755,9.60515,11.2127,10.0576,9.9243,9.3597,7.16605,9.23435,8.98035,8.96795,9.33435,10.53405,9.038,9.0675,9.3916,9.6251,9.84225,10.2483,9.38435,9.3018,9.32555,9.26795,9.0204,9.5037,9.2346,9.33695,10.39025,9.2918,11.1827,10.19345,10.0626,9.30065,8.27665,9.57275,8.12225,6.9573,10.10475,9.9874,10.4342,13.002,8.151,10.1067,9.2205,11.1646,10.29415,11.1962,10.8933,9.64235,8.572000000000001,6.8722,9.5855,10.2042,9.9451,10.58565,9.12295,8.7956,9.43345,9.44875,9.4949,10.16385,10.0564,8.63865,10.23915,8.7681,7.7763,8.99615,8.8741,8.20985,10.5505,9.7436,10.13565,8.9298,10.85435,9.06495,9.3222,11.39425,8.750350000000001,10.2258,9.03175,7.9589,9.31805,8.732700000000001,7.847,10.8563,9.5483,8.85345,9.73615,9.54245,9.06945,9.26605,9.50985,9.9208,9.52,9.78145,9.39825,9.43015
hsa-mir-1180,4.478,5.6272,4.2223,4.5623,4.8874,5.7249,4.277,5.6459,4.0382,5.1558,5.0607,5.542,5.6044,4.9616,4.7403,4.6041,5.6301,3.7407,5.5991,5.7447,5.6102,5.7662,5.905,5.3821,5.4743,3.8672,2.7489,4.6776,4.8161,5.5277,6.5598,4.5536,6.6624,6.3131,5.7258,5.0319,5.7078,5.6231,3.3351,3.1395,6.8355,4.3686,4.5913,5.5757,5.8711,3.1249,5.9834,5.4618,4.7876,5.1566,6.2334,5.1798,5.1764,5.5652,5.2395,4.2612,5.7279,4.9617,4.9753,3.8324,4.9491,4.414,6.5709,5.7945,5.7652,5.7521,5.9574,4.4254,3.7388,5.1832,4.7786,4.6038,5.9632,5.8129,5.9276,4.9617,5.0633,5.1663,6.7775,3.7437,5.314,4.8258,5.5374,5.3975,5.2509,6.1821,4.7269,4.6928,4.7038,4.7526,3.6752,5.883,5.5995,4.8425,5.7905,4.7069,3.8476,5.4612,5.4085,5.4297,5.4933,4.3886,5.3056,5.6401,5.8933,4.5211,4.9633,6.1592,5.9405,5.0091,2.9136,6.2736,4.061,4.4332,5.404,5.8216,5.3303,5.2054,6.2757,5.3474,5.6357,5.6934,4.9815,6.8025,5.4603,5.951,5.4644,5.0317,6.3233,4.6515,6.4912,5.1157,5.6739,5.4163,5.9891,4.8001,5.1513,5.5253,6.108,4.1304,4.5699,3.7586,6.1967,6.0835,3.3597,6.7239,6.375,5.9853,6.3787,5.5495,4.0525,5.5457,6.2593,3.1442,5.099,6.3443,5.5636,4.2615,4.3631,5.1001,5.451,5.6909,6.1121,4.7216,5.3172,5.699,2.6378,5.7608,5.0017,5.0607,4.8928,5.8801,5.4998,5.554,4.6037,3.8003,5.7684,5.6452,4.4194,4.7183,6.0582,4.764,4.4879,3.9247,4.4476,5.9456,5.3325,5.5386,5.4432,6.003,5.8592,4.4751,4.5185,5.5517,3.7082,4.0284,5.5305,5.1167,4.1229,3.591,5.5879,3.9323,4.835,3.4691,4.6832,4.6327,4.2155,6.0532,3.854,5.3248,5.1693,5.8559,5.3567,5.4724,5.2856,5.0203,4.3412,5.0162,5.6799,5.111,6.182,5.53,4.8203,5.1924,5.7693,5.7668,4.9688,4.1733,5.4001,6.1106,5.7156,5.1594,2.6025,5.6997,6.1032,5.43,5.4397,5.6741,5.4347,4.2532,4.0573,6.3554,5.6861,5.442,5.4415,5.9266,5.2433,5.214,4.4006,5.3732,3.1197
hsa-mir-1247,2.11675,0.0,1.18615,0.1837,0.0,0.0,0.09825,0.0,0.28145,0.53185,0.0,0.1011,0.2554,0.5085999999999999,1.97365,0.1749,0.53255,0.41765,2.27915,0.0875,0.3614,0.0,0.12515,0.0,0.0,0.0,1.0478999999999998,0.0,0.1125,0.0,0.0,3.24025,0.5538,0.1624,0.2768,1.2532,0.0,0.2243,1.2402,2.89325,0.1264,0.17965,0.28185,0.3837,1.67715,0.33025,0.0,0.0,0.6447,1.9673,0.10835,0.3584,0.22715,0.0,0.1738,0.19965,1.35305,0.0,4.09265,0.0,0.0,0.26945,0.0,0.3151,0.173,0.9428,0.2366,0.45325,5.5198,0.0,0.316,0.0,1.2066,0.5488999999999999,0.0,0.6098,0.1183,0.0,0.18625,0.70235,0.0,0.2388,0.70885,1.61815,0.37705,0.0,1.88935,2.11395,1.64405,0.5971,1.82075,1.47275,0.0,0.8629,1.54405,0.0826,1.0033,0.0,0.08395,0.92135,2.0684,1.68715,0.2046,1.1478,0.83685,0.7241500000000001,3.49395,0.0,0.1277,1.15695,1.902,1.1069,1.41145,1.1538,0.6852,0.6924999999999999,0.3663499999999999,0.0,0.1173,0.4422999999999999,0.61285,0.1309,1.4199,0.24865,0.08915,0.1175,0.9073,0.0,0.0,0.74865,0.0,0.95975,0.0782,0.2709,0.0,1.31805,2.1861,0.0717,0.0,1.88865,0.2899,1.0592,0.0,0.5618,2.56595,0.0,2.52215,0.0,0.5201,2.5022,0.0593,0.0,0.1517,0.1302,0.66785,1.7544499999999998,0.0,4.9967500000000005,0.2305,2.23785,0.0,0.23295,0.0,0.1128,1.18545,0.0,0.0,0.0,0.17645,0.0,0.0,0.0,0.07985,0.0,1.40925,0.08775,0.2422,0.1548,0.0,0.2558,0.12905,1.9259,0.62195,1.5423,0.0,0.0,0.0,0.0,0.5931,0.0,0.0,0.10325,0.0,0.26025,0.8119000000000001,0.1038,0.3539,1.20095,0.0,1.3476,0.0,4.5776,0.8754,0.4993499999999999,0.07265,0.5518,0.52525,0.17385,1.4175,0.0,0.0669,0.0,0.3579,0.0,0.2189,1.79,0.0,0.87405,0.0,0.0933,0.0,0.0,0.41745,0.4376,0.1965,0.0,0.0,1.25605,0.12235,0.4734,0.57765,0.04665,0.0,0.07235,0.0,0.07675,0.0,0.0,0.0,0.24125,0.11805,2.03045,0.08825,0.0,0.0,0.0,0.0,0.0,0.3827,0.2375,1.43255
hsa-mir-1258,0.6702,1.3406,0.0,0.0,0.5894,2.6766,0.0,0.0,0.0,0.9812,0.3383,2.502,0.0,0.1649,0.2372,0.0,0.7815,0.0,0.0,0.8268,0.1324,0.5726,1.2179,1.9188,0.6006,0.0,0.1563,0.0,0.0,0.6029,3.2869,0.0,0.2091,2.1809,2.6734,0.0,0.0,0.2243,0.0,0.0,2.1531,0.0,1.619,1.7897,1.8699,0.0,0.1746,1.6658,2.6045,0.249,0.0,0.3584,0.4543,0.0,0.3476,4.9677,0.0,0.8558,0.4654,0.0,0.0,0.0,0.2897,0.0,0.4921,0.3646,0.4732,0.0,0.0,0.0,0.1666,3.1329,0.0,1.7302,1.6345,0.0,1.4762,2.4994,0.6683,0.0,0.6526,0.0,0.7384,0.0,0.0,0.7216,0.0,0.3262,0.0,0.2317,0.1242,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.2776,0.2046,0.5717,0.0,0.0,0.0,0.8852,0.2554,0.3181,0.5122,0.4933,0.0,0.0,0.3829,0.0,1.2427,0.0,0.3391,1.2382,0.1694,2.2574,0.8801,0.0,0.337,1.5589,0.0,0.7899,0.0,0.3889,0.0,2.2775,0.0,0.0,2.4821,0.6921,0.0,2.9033,0.6942,0.0,0.0,0.0,1.1451,0.0,0.0,0.97,0.0,0.8707,0.0,1.0133,0.5144,0.0,2.9612,0.0,0.2636,0.0,0.0,0.5054,0.2489,0.7481,1.5275,0.557,0.2557,1.1274,0.0,3.2429,0.0,0.0,0.0,0.0,2.141,3.9419,1.4625,0.0,0.1399,0.0,0.0,0.0,1.1986,0.0,0.0,0.0,0.0,0.5159,3.6601,3.0903,1.5216,0.3316,2.6285,0.0,0.0,1.5854,0.1968,0.1951,0.0,0.0,0.0,0.7735,0.0,0.9819,0.4318,0.0,0.0,0.0,0.0,0.0,1.479,1.6691,0.5926,0.0,0.2562,1.2383,2.7891,2.5721,0.4088,0.2503,0.0,0.0,1.435,0.0,2.9711,0.6094,0.0,3.9004,0.0,0.0,0.0,0.2292,2.1136,1.1145,0.0,0.0,0.0,0.9634,0.0,0.8368,0.0,0.0,0.0,0.0,0.9177,0.0,0.0,0.2883,1.8775,0.2758,1.9677,1.8325,0.0,0.0,0.0
