ID,TCGA-3L-AA1B,TCGA-4N-A93T,TCGA-4T-AA8H,TCGA-5M-AAT4,TCGA-5M-AAT6,TCGA-5M-AATE,TCGA-A6-2671,TCGA-A6-2672,TCGA-A6-2675,TCGA-A6-2677,TCGA-A6-2679,TCGA-A6-2680,TCGA-A6-2681,TCGA-A6-2682,TCGA-A6-2684,TCGA-A6-2685,TCGA-A6-2686,TCGA-A6-3809,TCGA-A6-3810,TCGA-A6-4105,TCGA-A6-4107,TCGA-A6-5656,TCGA-A6-5657,TCGA-A6-5659,TCGA-A6-5660,TCGA-A6-5661,TCGA-A6-5662,TCGA-A6-5664,TCGA-A6-5665,TCGA-A6-5666,TCGA-A6-5667,TCGA-A6-6137,TCGA-A6-6138,TCGA-A6-6140,TCGA-A6-6141,TCGA-A6-6142,TCGA-A6-6648,TCGA-A6-6649,TCGA-A6-6650,TCGA-A6-6651,TCGA-A6-6652,TCGA-A6-6653,TCGA-A6-6654,TCGA-A6-6780,TCGA-A6-6781,TCGA-A6-6782,TCGA-A6-A565,TCGA-A6-A566,TCGA-A6-A567,TCGA-A6-A56B,TCGA-A6-A5ZU,TCGA-AA-3488,TCGA-AA-3489,TCGA-AA-3494,TCGA-AA-3495,TCGA-AA-3496,TCGA-AA-3502,TCGA-AA-3506,TCGA-AA-3510,TCGA-AA-3655,TCGA-AA-3660,TCGA-AA-3662,TCGA-AA-3663,TCGA-AA-3697,TCGA-AA-3713,TCGA-AD-5900,TCGA-AD-6888,TCGA-AD-6889,TCGA-AD-6895,TCGA-AD-6899,TCGA-AD-6965,TCGA-AD-A5EK,TCGA-AM-5820,TCGA-AM-5821,TCGA-AU-3779,TCGA-AU-6004,TCGA-AY-5543,TCGA-AY-6196,TCGA-AY-6197,TCGA-AY-6386,TCGA-AY-A54L,TCGA-AY-A69D,TCGA-AY-A71X,TCGA-AY-A8YK,TCGA-AZ-4308,TCGA-AZ-4313,TCGA-AZ-4315,TCGA-AZ-4323,TCGA-AZ-4614,TCGA-AZ-4681,TCGA-AZ-4682,TCGA-AZ-4684,TCGA-AZ-5403,TCGA-AZ-5407,TCGA-AZ-6600,TCGA-AZ-6601,TCGA-AZ-6605,TCGA-AZ-6606,TCGA-AZ-6607,TCGA-CA-5254,TCGA-CA-5255,TCGA-CA-5256,TCGA-CA-5796,TCGA-CA-5797,TCGA-CA-6715,TCGA-CA-6716,TCGA-CA-6717,TCGA-CA-6718,TCGA-CA-6719,TCGA-CK-4947,TCGA-CK-4948,TCGA-CK-4950,TCGA-CK-4951,TCGA-CK-4952,TCGA-CK-5912,TCGA-CK-5913,TCGA-CK-5914,TCGA-CK-5916,TCGA-CK-6747,TCGA-CK-6748,TCGA-CK-6751,TCGA-CM-4743,TCGA-CM-4744,TCGA-CM-4746,TCGA-CM-4747,TCGA-CM-4748,TCGA-CM-4750,TCGA-CM-4751,TCGA-CM-4752,TCGA-CM-5341,TCGA-CM-5344,TCGA-CM-5348,TCGA-CM-5349,TCGA-CM-5860,TCGA-CM-5862,TCGA-CM-5863,TCGA-CM-5864,TCGA-CM-5868,TCGA-CM-6161,TCGA-CM-6162,TCGA-CM-6163,TCGA-CM-6164,TCGA-CM-6165,TCGA-CM-6166,TCGA-CM-6167,TCGA-CM-6168,TCGA-CM-6169,TCGA-CM-6170,TCGA-CM-6171,TCGA-CM-6172,TCGA-CM-6674,TCGA-CM-6675,TCGA-CM-6676,TCGA-CM-6677,TCGA-CM-6678,TCGA-CM-6679,TCGA-CM-6680,TCGA-D5-5538,TCGA-D5-5540,TCGA-D5-5541,TCGA-D5-6529,TCGA-D5-6530,TCGA-D5-6531,TCGA-D5-6532,TCGA-D5-6534,TCGA-D5-6535,TCGA-D5-6536,TCGA-D5-6537,TCGA-D5-6538,TCGA-D5-6540,TCGA-D5-6541,TCGA-D5-6898,TCGA-D5-6920,TCGA-D5-6922,TCGA-D5-6923,TCGA-D5-6924,TCGA-D5-6926,TCGA-D5-6927,TCGA-D5-6928,TCGA-D5-6929,TCGA-D5-6931,TCGA-D5-6932,TCGA-D5-7000,TCGA-F4-6463,TCGA-F4-6569,TCGA-F4-6703,TCGA-F4-6704,TCGA-F4-6805,TCGA-F4-6806,TCGA-F4-6807,TCGA-F4-6808,TCGA-F4-6809,TCGA-F4-6854,TCGA-F4-6855,TCGA-F4-6856,TCGA-G4-6293,TCGA-G4-6294,TCGA-G4-6295,TCGA-G4-6297,TCGA-G4-6299,TCGA-G4-6303,TCGA-G4-6304,TCGA-G4-6307,TCGA-G4-6309,TCGA-G4-6310,TCGA-G4-6311,TCGA-G4-6314,TCGA-G4-6315,TCGA-G4-6317,TCGA-G4-6320,TCGA-G4-6321,TCGA-G4-6322,TCGA-G4-6323,TCGA-G4-6586,TCGA-G4-6588,TCGA-G4-6625,TCGA-NH-A50T,TCGA-NH-A50U,TCGA-NH-A50V,TCGA-NH-A6GA,TCGA-NH-A8F7,TCGA-QG-A5YV,TCGA-QG-A5YW,TCGA-QG-A5YX,TCGA-QG-A5Z1,TCGA-QG-A5Z2,TCGA-QL-A97D,TCGA-RU-A8FL,TCGA-SS-A7HO,TCGA-T9-A92H,TCGA-WS-AB45
hsa-let-7c,5.94715,4.37585,4.5634,5.73115,7.37335,5.4205,7.0586,5.7756,5.41535,6.52195,5.4568,4.531,6.6283,5.8255,7.2954,7.1358,5.9792,4.83195,6.48125,5.0321,6.0561,6.37495,6.0811,5.9252,5.347,4.54625,5.3449,8.531,4.71205,4.0374,5.75515,3.9055,5.4637,3.2705,6.879849999999999,6.37555,2.83765,5.94455,4.14645,6.45195,5.6549000000000005,4.06095,5.6524,3.949,5.3413,6.9498,3.3933,3.92055,5.2674,5.1358500000000005,5.674,3.8748,7.15385,5.012449999999999,3.2292,4.8796,3.34185,5.8504,4.9121,4.99705,4.95665,4.8557,3.88065,3.64065,3.73165,5.0151,2.89865,3.36715,6.321300000000001,6.12665,6.6541,5.0193,5.4103,4.16025,6.22075,5.0086,4.38365,6.620699999999999,2.52265,5.36015,3.89225,3.73,3.00885,4.2337,5.9879,5.773949999999999,5.7031,5.703600000000001,3.4747,4.2478,4.43945,5.24595,5.82115,3.529,5.2053,5.7789,5.74535,4.19245,4.99805,7.055199999999999,6.4018,6.3683,3.35585,5.4737,4.72455,5.606949999999999,6.1727,5.40025,5.0342,5.04925,5.3977,4.23645,5.7267,3.5508,5.8144,4.7485,4.9401,5.44,5.66015,4.666449999999999,6.0195,3.1125,6.3148,5.00315,6.45745,7.0594,6.1334,4.80805,5.00295,6.2139500000000005,5.1196,6.83455,4.9021,5.6648,5.3687000000000005,5.1347000000000005,4.374,6.45315,5.0865,6.08165,6.2505500000000005,5.16925,6.1601,6.087750000000001,6.61395,5.9451,5.18095,5.49095,3.3342,4.913399999999999,5.1385,4.30305,6.84405,5.24345,5.6858,6.1941,5.292549999999999,5.00215,5.2647,5.43645,5.9255,4.1002,5.8601,5.3922,7.7089,6.17055,6.68255,4.56175,4.1315,3.69935,5.2225,5.89595,2.54755,6.00865,5.8553,5.682250000000001,5.0687,4.4476,5.6429,5.6291,3.74965,5.053,5.1175,5.99395,6.8185,6.62415,5.8485000000000005,5.59095,5.4038,6.44695,4.97275,7.2714,5.6654,5.83975,5.57945,3.1678,6.32205,3.2973,5.532,5.996,5.59015,3.97445,3.47495,4.2854,5.9457,4.88555,5.99465,3.5159,3.8891,4.77505,4.2043,4.40655,4.10925,4.373749999999999,5.29355,5.3503,4.69295,4.79,5.991199999999999,6.50775,5.8229,3.3195,3.24105,3.65525,5.82825,3.0692500000000003,3.1819,4.5394000000000005,5.2047,3.91765,5.074
hsa-mir-1,6.8131,5.1294,5.2162,5.4054,4.1066,5.7818,7.1269,2.4646,5.0587,5.4973,3.5447,4.5536,7.1609,4.611,7.4708,7.4669,4.1736,2.6144,4.3485,4.0146,4.5516,5.1802,7.6592,7.344,3.8426,2.7608,7.2357,4.2135,4.821,3.0318,8.6386,4.3049,5.6014,3.8253,5.2025,5.6536,5.1166,7.0787,3.9753,7.9433,6.137,3.1656,6.8992,1.0929,3.295,4.4452,5.504,3.963,7.2281,6.0447,3.1744,4.7867,3.8923,3.4433,3.8954,3.3559,3.2665,5.2263,4.5149,1.9547,4.4673,3.1628,2.2664,3.295,2.9971,6.7759,4.6137,2.7563,6.5865,4.7911,4.041,6.2977,8.4917,3.0802,4.3284,5.1223,3.4948,3.3002,3.1212,4.1357,5.2399,5.2766,4.3283,4.9412,6.386,2.6555,3.0236,7.4218,3.0147,3.89,5.5987,5.0971,6.5278,4.955,5.4304,6.222,5.5995,3.9426,5.8077,2.2443,4.6996,4.6141,3.7135,6.3529,3.7625,4.0777,7.3508,6.5809,7.2726,5.7449,2.8968,5.0443,3.3977,3.6973,4.9244,3.2025,2.3651,5.5421,5.5243,6.836,4.0855,1.9561,5.6282,3.8923,6.082,7.4008,5.6359,5.7171,4.4818,3.4873,5.623,5.9433,7.3263,3.5568,5.229,5.4738,3.6401,5.4818,4.6156,5.6543,4.1461,4.9952,5.9793,6.0426,7.4797,7.0212,5.6965,3.5114,0.9277,3.182,7.2939,2.3452,6.6778,5.1381,5.856,6.0606,5.5837,3.1327,2.3524,4.9432,2.9838,1.4423,5.2828,3.4583,3.95,1.3925,7.3845,1.87,5.1294,2.5428,2.9107,7.1296,4.1367,7.1248,2.7685,6.1456,6.053,5.6689,5.1937,3.4256,3.8434,5.9588,5.4683,5.4322,5.266,4.8363,7.8106,8.354,5.4641,7.0543,3.7111,7.4466,6.267,3.5223,5.2306,4.0481,3.9628,3.0544,3.4989,2.003,7.441,2.2379,3.7292,3.9927,9.2741,3.7165,6.8399,5.3111,3.5474,4.0911,5.7803,3.5157,4.0009,3.133,3.6842,5.2071,4.7675,3.9152,5.3499,6.1654,7.0417,4.875,4.5763,5.0444,9.0137,3.9197,4.2224,4.6209,1.8607,4.2447,4.2738
hsa-mir-105,0.983,0.5904,1.4284,1.7463,0.5562,0.3465,0.0,0.0,0.6347,3.9748,0.0,1.9755,0.0,3.2826,0.0,1.6797,0.0,5.905,0.0,0.6768,0.4791,1.2608,0.7934,1.3312,1.9486,0.609,0.0,4.7411,0.7965,3.8049,0.2346,3.3409,0.804,0.0,0.2605,7.4188,0.6654,0.2164,0.702,3.8716,0.0,0.0,0.2953,7.2342,0.8301,0.2052,0.2173,0.3095,3.5116,0.4061,3.2343,0.0,0.5257,6.9973,0.7913,5.6402,3.0331,3.5312,1.1255,0.565,2.3565,6.2878,0.0,0.0,0.5226,0.0,0.8036,0.0,0.3134,0.7623,6.1278,0.3382,0.4759,7.1467,0.2775,0.0,0.0,0.0,0.0,0.0,7.0583,0.0,0.3435,3.4473,0.0,0.0,0.0,7.3566,0.0,0.0,0.8101,5.0288,0.2568,0.0,0.741,0.0,0.6768,1.6388,0.6675,0.0,1.1308,0.565,0.0,5.2029,0.6291,0.4051,0.0,0.4628,0.7478,1.198,6.8603,0.3488,0.0,0.7356,4.355,0.0,0.0,0.0,1.0068,0.4738,0.3457,0.0,0.7116,0.0,0.0,0.0,0.0,0.2195,8.3016,0.0,0.0,4.522,0.592,0.0,3.8585,0.0,3.023,0.0,1.0488,0.7844,0.9013,1.9389,1.2044,1.4618,0.0,0.1974,2.3603,0.0,0.2393,0.0,0.1624,0.4382,0.8527,0.5545,0.0,0.1419,0.3036,7.1561,2.0994,2.3084,0.0,0.3166,0.5073,0.0,1.6761,0.3458,0.559,0.4135,0.8406,0.6811,0.0,0.5921,0.0,0.2165,0.8723,0.0,0.0,0.0,1.2254,0.0,0.0,0.0,0.0,6.4301,0.0,0.0,0.0,0.4339,1.1679,5.4897,2.0362,0.3394,0.339,0.0,0.0,2.2419,0.839,5.6048,1.614,0.0,0.4302,1.1628,8.0555,0.0,0.0,0.0,1.3849,0.6684,0.0,0.5939,0.4286,7.6957,4.0419,0.0,0.0,0.6272,3.2847,3.1251,0.0,0.3742,0.5595,1.4307,2.8268,0.2037,0.558,0.2195,0.3206,0.7607,8.6513,0.0,0.0
hsa-mir-106a,2.1029,3.6147,3.6972,5.0427,4.1645,6.6567,6.601,5.3812,2.5786,6.0976,5.3766,6.6401,5.5873,5.0517,4.6773,4.6576,4.9971,8.063,8.0656,3.5818,5.9088,4.9551,2.9937,2.8713,2.9694,4.6226,3.0096,3.3731,3.8343,4.4216,3.5998,3.5861,3.8691,4.7089,3.2792,3.4859,4.4071,3.2598,5.4777,2.2595,1.9852,3.7634,1.9831,5.3455,3.5398,3.3021,3.6108,2.7532,3.8628,3.667,2.943,7.1796,2.3095,6.2409,6.372,4.3271,6.0053,5.9354,6.4277,2.8545,2.7916,4.2234,3.6361,3.4582,2.916,2.8004,4.2955,3.8112,3.515,2.8611,3.5529,3.774,3.8757,2.3154,3.2129,2.7806,4.1648,3.3002,4.071,3.2989,3.6277,4.665,3.9178,4.1108,6.2902,6.0998,5.903,3.4734,7.2487,5.5093,6.6928,5.9461,2.2331,2.2972,3.1518,2.7948,3.1669,4.2616,1.3885,3.0834,1.1308,6.0169,2.0812,2.6877,4.0748,2.5112,1.3497,2.5178,1.9642,3.4491,2.1754,3.0198,4.7246,4.0265,4.0023,2.6726,4.3627,2.5359,3.5485,4.0487,2.6817,3.4223,6.8551,6.2761,5.4948,4.9624,6.1093,2.6833,6.6645,5.8335,3.0221,0.8712,1.5162,2.8535,4.1773,2.668,3.489,3.1683,3.0098,3.1612,3.1742,2.9639,2.1346,2.3694,3.6054,2.7794,2.5248,2.8444,3.0067,2.3924,3.2046,1.7254,3.9696,3.5292,3.4977,2.7185,2.7523,2.687,3.0114,3.0372,3.125,3.7563,3.5798,3.9851,2.3292,3.1018,3.4718,3.6947,4.0257,3.9525,2.1311,4.0348,3.4441,4.0897,3.8646,3.6338,3.2631,3.4972,3.1313,3.7681,3.3598,4.1875,3.3096,1.8516,2.0158,2.1274,2.4235,2.9219,3.2447,2.9178,4.2471,2.7446,3.5678,2.8477,3.3281,2.8514,4.466,4.7764,3.4723,4.187,4.2726,3.0762,3.6946,4.1387,3.8054,3.2305,2.6903,3.2696,4.0281,3.0678,2.2645,3.1703,3.5672,3.9443,4.0949,3.922,4.5824,3.7545,4.7983,4.4804,4.4015,3.3167,2.9022,4.2743,4.3643,3.3967,4.4365,4.4481,5.1805,4.1552,2.8414
hsa-mir-10a,9.3381,11.0487,9.6874,10.6264,8.5124,10.1562,8.9167,10.4293,8.4788,7.57855,10.039,8.8635,9.23285,9.8438,8.777999999999999,9.3585,9.9781,7.065,9.4936,10.48615,9.9034,9.32805,8.6825,9.71705,10.0467,10.0406,11.2043,9.21735,10.52155,9.87375,8.46825,8.648,9.1693,8.37305,10.60035,9.8894,8.4243,9.17195,10.85925,8.4856,10.76405,10.079,8.8554,8.943100000000001,7.51665,9.35345,8.92615,9.06685,10.7049,11.2619,8.83765,10.62015,8.3885,11.1935,8.27295,7.356,10.1653,9.1405,9.5209,10.1983,10.1848,9.5535,9.5798,8.8595,10.4442,9.1878,9.62205,11.2694,9.45715,8.76095,10.57555,8.01305,9.13925,10.07115,9.5181,10.5109,10.25475,8.599,9.49575,10.10675,10.03255,8.867,10.29905,9.875,8.661950000000001,9.8716,10.91925,8.31005,10.45445,7.2641,9.21035,9.047,9.03015,9.65635,9.66245,8.95815,8.9813,10.628,9.63695,8.87805,9.85635,7.9548,10.68345,10.2754,8.4138,10.72615,8.5991,9.1052,9.81515,9.15665,8.9302,9.8119,11.06275,10.3942,8.17375,9.3072,8.37765,10.86655,10.13575,10.81295,10.3499,9.7166,8.93525,7.8941,10.1737,10.19525,8.8418,9.9049,9.1292,10.7225,8.68375,9.09155,8.94825,7.97505,9.04525,10.30905,9.60035,8.902700000000001,8.962399999999999,8.5854,9.57665,8.12835,9.515,10.55425,8.62465,8.11325,9.62055,9.90565,9.71185,8.4064,8.33675,9.8283,8.936300000000001,8.869299999999999,9.98945,8.9485,10.35375,10.888,10.93905,7.75335,8.90775,10.96445,9.7033,10.6294,9.19635,10.7636,10.6838,9.23025,10.3325,10.2129,10.0868,8.6954,8.362,9.4265,8.8815,7.68915,8.79105,10.1867,7.974200000000001,8.0966,9.5739,9.25635,9.66045,10.0794,8.59015,7.8773,8.312149999999999,9.7,9.8277,9.8013,8.078,9.0113,9.57515,9.7214,7.7408,8.20145,11.0292,11.07075,9.7938,9.64975,9.3568,10.912,9.4487,10.7403,8.4319,9.63575,10.23275,9.31385,10.33095,9.8784,9.72455,9.0288,9.70515,11.09915,9.44655,9.75465,8.552,10.1835,9.9597,10.25115,8.7441,10.81745,8.7975,8.66375,9.6062,10.96875,10.29205,10.38,10.55415,9.2042,8.1659
hsa-mir-1180,3.5078,4.3373,4.5632,4.9515,4.7352,3.5002,2.6639,2.8734,2.5449,2.5626,1.6479,2.2958,2.289,0.9404,2.1738,2.3334,3.3882,1.8326,2.4073,4.333,2.3041,3.9033,3.5847,3.1011,3.7604,5.1983,2.428,6.6838,5.4987,4.7816,3.5679,3.4605,2.1836,2.9904,3.7085,3.1712,4.0972,2.805,4.9869,2.6561,3.8884,4.8665,2.6728,5.4332,5.8264,2.3142,3.5915,3.1914,1.5612,4.2136,2.326,3.0536,1.8631,2.4303,2.6121,3.0789,2.4091,2.6508,2.5178,3.2674,2.6801,3.2323,4.9768,2.6528,4.9393,3.6479,4.699,5.2316,3.515,2.8611,4.405,2.2322,2.9707,4.3497,3.8654,3.2731,2.8848,3.584,4.2039,4.435,3.8057,3.9201,4.4035,3.6506,0.7414,2.9309,2.3674,3.4951,3.9226,1.3426,2.0048,1.039,2.2627,2.7345,3.2313,3.7245,2.923,3.4229,2.6202,5.4281,5.1007,2.5345,2.5478,3.9971,4.6149,3.3561,2.5272,3.6478,4.1281,3.6852,4.0976,4.2309,4.2494,6.4284,2.8373,4.8864,3.7501,4.2897,3.6679,2.2503,3.497,4.6508,2.0663,3.8923,0.6817,2.0064,2.837,2.6833,2.5903,1.3491,2.7664,2.6758,3.9425,2.7736,2.7884,2.0952,2.8477,2.568,5.1722,4.5774,3.1391,2.3127,3.8384,3.0801,2.3022,3.3559,3.0777,2.7178,4.8383,3.9497,3.4445,3.7654,3.9844,2.8961,3.1004,1.8417,2.4149,2.5014,2.2565,3.6316,3.6769,3.7822,2.8721,2.212,3.3432,2.9583,4.5386,5.7927,4.5649,5.8434,1.7198,4.0048,4.1654,3.5263,4.4802,4.4496,3.1621,4.5007,4.6179,3.9651,4.5112,2.9304,4.1491,4.1666,2.6397,2.0225,3.6541,2.7444,2.8549,2.5108,3.8878,2.8278,3.5678,2.8477,5.4702,3.813,2.9083,3.3173,2.6212,4.4742,3.1116,4.2295,4.3347,4.8817,2.3283,3.4752,2.9668,3.5125,3.2734,3.2718,3.106,4.474,3.7013,4.0732,4.9958,3.2388,4.0272,4.4151,2.3416,3.8701,3.2158,2.7685,3.7004,3.3144,2.8826,3.6632,3.2034,3.7545,4.4398,4.0842,4.3762
hsa-mir-1224,0.5736,0.1717,0.723,0.7423,0.9566,0.0,0.0,0.0,0.7577,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663,0.0,0.0,0.0,0.5135,4.9191,0.0,0.0,0.4363,0.4598,0.0,0.3098,1.1293,0.1753,0.3707,0.7202,1.1722,0.0,0.0,3.0775,0.5404,0.6476,1.9456,0.0,1.202,0.0,0.4062,0.0,0.0,0.0,0.2867,0.0,0.0,0.0,0.0,0.6117,0.0,0.0,0.3306,0.5281,0.0,0.0,0.5226,1.4455,0.0,1.0114,0.3134,0.55,3.8393,0.0,0.0,0.0,0.0,0.0,0.3535,0.5143,1.3903,1.074,1.3912,1.607,1.1439,0.772,0.0,0.0,0.0,7.9878,0.0,0.0,0.0,0.0,0.1341,0.0,0.741,0.5937,0.6768,1.6388,0.198,0.0,1.1308,0.0,0.0,0.7488,0.0,0.0,0.6741,0.4628,0.2452,0.7199,0.0,0.3488,0.0,3.0559,0.0,3.5892,0.0,0.4005,2.3895,0.3324,0.3457,0.7824,0.0,0.7307,0.0,1.327,0.0,0.7289,0.0,0.0,0.0,0.6977,0.2254,0.3328,0.0,0.0,0.3895,0.0,2.8044,1.4252,0.5199,0.0,0.0,0.0,0.0,0.1974,0.0,0.3802,5.677,0.0,0.0,0.2357,0.4031,0.0,0.4736,0.1419,0.665,0.0,0.0,0.0,0.0,0.0,0.0,0.3816,0.0,0.3458,4.2703,0.0,0.0,0.3804,0.0,0.0,0.7706,0.4046,0.0,0.2863,0.0,0.0,0.0,0.529,0.3477,0.0,0.9028,6.6646,0.1311,0.0,1.7038,1.5933,0.5838,1.1389,2.1912,0.3394,0.6132,0.3085,1.0911,1.3529,0.0,1.4992,0.0,0.8763,0.0,2.1057,0.3944,0.7468,0.0,0.0,1.5157,0.2588,0.0,0.5939,1.6208,0.0,3.2546,1.2865,0.5093,1.0629,0.0,0.1552,0.2025,0.0,0.0,0.0,1.3356,0.2037,0.0,0.0,0.0,0.0,4.0544,0.3618,1.4539
hsa-mir-1247,3.3663,5.59825,5.2697,8.51895,3.40605,2.58805,5.2348,2.1283,7.11275,6.4946,5.3094,7.459799999999999,5.95155,6.6532,4.0995,7.169599999999999,4.7608,5.15025,4.25775,4.10655,2.38895,7.6383,4.15655,3.7325,3.6322,4.37025,5.9942,8.47315,5.452299999999999,5.78265,5.69705,7.4277,7.94825,8.08305,6.5155,5.99395,8.48955,4.7346,6.007099999999999,4.466900000000001,6.2520500000000006,5.06515,4.2659,4.693849999999999,3.79735,7.64155,2.5852,5.85155,2.1972,2.7243,3.3841,6.1046,5.4177,5.75665,7.1754,7.6798,6.310499999999999,5.7173,6.68925,8.8806,8.0243,8.37405,1.57575,7.119,4.19215,5.39035,6.4412,1.61335,2.22025,5.373200000000001,7.20695,2.62795,3.6566,5.46345,5.9276,3.90785,5.1298,5.57485,5.2256,7.60055,1.5162,7.53495,4.07655,6.70435,6.0298,4.0914,5.53975,4.98085,7.8136,7.4203,4.2861,5.09695,5.84615,6.535450000000001,3.98405,5.6904,5.33835,7.50875,6.153300000000001,8.0801,7.25525,7.041,2.91725,8.8133,6.04365,5.93485,3.6491,6.3813,8.0283,8.43055,6.02015,8.89975,2.8936,3.19615,4.53545,4.02425,3.2792,2.6912000000000003,8.50475,7.57135,5.71355,1.60035,6.3947,6.36675,4.84705,5.92845,4.79395,7.85185,6.34695,6.24955,7.0054,5.6563,5.99305,6.2251,6.58,6.3422,8.60295,6.3704,10.26425,3.75755,7.0929,6.52,7.262,7.505149999999999,3.56955,4.4318,7.50045,7.4016,1.7111,6.5905000000000005,2.9241,1.36605,8.01785,8.694600000000001,8.4306,5.76795,5.899150000000001,6.58305,2.6483,5.6904,7.628349999999999,7.49155,4.43495,4.87135,4.796250000000001,7.66445,6.6705000000000005,4.2651,8.31245,4.451700000000001,6.11235,6.75125,9.10535,6.5951,7.36245,5.670400000000001,3.3775500000000003,4.36675,8.06615,5.7146,8.43505,6.9388000000000005,6.0145,7.4709,6.406,6.01765,3.259,7.0958000000000006,6.486000000000001,4.69915,5.33075,6.78575,8.3386,6.492,4.23655,9.15345,7.197699999999999,2.0259,4.55585,7.22205,8.5515,4.5573,7.1091,6.798399999999999,3.5909,6.471550000000001,4.01155,6.8207,5.7595,8.85845,4.2149,0.727,5.81495,3.5259,2.9547,5.52235,5.922750000000001,4.071,2.1086,7.75355,5.31895,7.225849999999999,7.26875,3.68295,6.67955,3.4482,6.68245,7.0208,5.8833,5.14575,0.9185
hsa-mir-1248,0.1662,1.1789,0.8325,1.0067,1.5268,0.8594,0.6718,0.929,0.1867,0.0,0.0,0.0,0.0,0.0,0.0,0.7945,1.5331,0.0,2.7527,0.0,0.0,1.2608,0.1663,0.0,0.0,0.609,0.0,1.1178,1.3067,0.0,0.0,1.0881,0.4573,0.7813,2.6653,0.6009,0.3707,0.4046,0.3933,0.3249,0.7291,0.0,0.8133,0.8874,0.3326,0.9388,0.9821,1.9528,0.7227,0.7226,0.0,0.6056,0.0,0.6311,0.7913,0.0,0.0,1.3697,0.6698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8517,0.0,0.0,0.0,0.0,0.3382,0.0,0.0,0.0,0.0,0.0,0.5143,0.8565,0.0,0.3454,0.2461,0.3435,0.0,1.2288,1.2173,1.13,0.8815,1.9821,2.0258,2.2529,0.6111,0.0,0.0,0.5883,0.2261,0.2625,1.4283,0.0,0.0,4.997,1.2858,0.0,0.0,0.0,0.0,0.0,0.2499,0.0864,0.2818,0.3708,0.0,0.0,0.0,0.751,0.0,0.0,0.0,0.0,0.1758,0.8579,0.7824,2.4498,0.7307,1.7723,1.0043,0.9091,0.5782,1.8119,0.6951,0.0,0.0,0.4203,0.0,0.0,0.3758,0.3895,0.0,0.0,0.0,0.5199,0.6479,0.0,0.0,0.1235,0.0,0.2711,0.2026,0.0,0.511,0.8749,0.0,0.976,1.5234,1.4586,0.6962,0.4344,0.0,0.0,0.0,0.4921,0.576,0.0,0.0,0.0,0.3458,0.0,0.0,0.0,0.6811,0.312,0.0,0.0,0.2165,0.3526,0.0,0.0,0.6114,0.0,1.871,0.0,1.217,0.0,0.0,0.2513,0.0,0.5376,0.1213,1.3198,0.1496,2.6491,0.0,0.0,0.7784,0.0,0.0,0.6705,0.0,0.0,0.416,0.3341,1.1628,0.0,0.4212,0.0,0.0,0.0,0.2588,0.0,0.0,0.4286,0.0,0.0,2.0589,0.885,2.0933,0.6291,0.4231,0.0,0.6711,0.7745,0.313,0.2515,0.684,0.0,0.7289,0.3206,2.4628,0.6101,1.2781,0.0
